player,player_id,team_id,reset_throws,reset_aec,reset_aec_per_throw,avg_reset_cp,avg_reset_yards
Benen Shea,bshea,apex,46,-2.791532884608294,-0.06068549749148465,0.9823955318635321,-6.42195652173913
Sebastián,sebastian,bighorns,32,-1.9430619600781929,-0.06072068625244353,0.9817241215089276,-5.466875
Alex Davis,adavis4,empire,27,-1.6410361942749387,-0.06077911830647921,0.978679001654212,-7.323703703703704
Jeremiah Branson,jbranson,alleycats,42,-2.5884082719564727,-0.061628768379916016,0.9820191251431467,-5.642619047619048
Kainoa Chun-Moy,kchunmoy,radicals,43,-2.6579132337486917,-0.06181193566857423,0.9792348110036103,-6.206279069767442
Steven Milardovich,smilardov,growlers,28,-1.7341806587494213,-0.06193502352676505,0.9756019900109807,-4.278214285714285
William Wettengel,wwettenge,alleycats,49,-3.0631642069756158,-0.06251355524440032,0.9794620463949226,-5.9189795918367345
Justin Podnar,jpodnar,rush,38,-2.3830204794482595,-0.06271106524863841,0.9821251610142298,-7.032631578947367
Seth Gudeman,sgudeman,alleycats,60,-3.7944796676992154,-0.06324132779498692,0.9781773254459409,-7.399333333333334
Benjamin Simmons,bsimmons,empire,42,-2.684112579362358,-0.06390744236577042,0.9742429159620232,-6.190714285714287
Wilson Matthews,wmatthews1,union,73,-4.689190793509189,-0.06423549032204369,0.9830852031430012,-6.206849315068493
Gavin Leahy,gleahy,cascades,39,-2.5288768710369287,-0.06484299669325458,0.9804026697891164,-6.875641025641025
Noah Hanson,nhanson,windchill,35,-2.2809822578719228,-0.06517092165348351,0.9799703983864948,-5.318857142857142
Jacob Fairfax,jfairfax,flyers,71,-4.6284567986518175,-0.06518953237537771,0.9789746995280842,-7.08169014084507
Daan De Marrée,ddemarre,empire,53,-3.4832785175281575,-0.06572223617977656,0.9741168866348515,-8.081886792452831
Henry Goldenberg,hgoldenbe,union,45,-2.9664374373670492,-0.06592083194148998,0.9682544555900869,-5.358222222222221
Ian Sweeney,isweeney,cascades,29,-1.912557866033019,-0.0659502712425179,0.958899964677071,-5.338275862068966
Max Sample,msample,radicals,36,-2.4048257925404544,-0.06680071645945707,0.9778254125594236,-6.547777777777778
Jeff Babbitt,jbabbitt,glory,33,-2.2158669159144173,-0.06714748230043689,0.9691427823904281,-5.815757575757575
Coby Loveranes,cloverane,breeze,35,-2.3933792630530317,-0.06838226465865804,0.9761033688246071,-7.40457142857143
Grayson Sanner,gsanner,flyers,46,-3.213855275235645,-0.06986641902686185,0.9758003465613959,-5.897608695652174
Cole Davis-Brand,cdavisbra,glory,37,-2.639442392122061,-0.0713362808681638,0.9807106867727672,-6.021351351351353
Alex Forsberg,aforsberg,shred,25,-1.809762791000387,-0.07239051164001548,0.9786421022481322,-6.1156
Anthony Gutowsky,agutowsky,radicals,25,-1.8172087656590497,-0.07268835062636199,0.9810235904277228,-6.913200000000001
Nicholas Whitlock,nwhitlock,empire,27,-1.96942762192333,-0.07294176377493815,0.9784139496703618,-5.0233333333333325
Simon Carapella,scarapell,glory,66,-4.859717079485909,-0.07363207696190771,0.9784652379804877,-7.300151515151515
Jeff Wodatch,jwodatch1,breeze,34,-2.50595641201524,-0.07370460035338941,0.9771208888433203,-8.316470588235294
Rowan McDonnell,mmcdonnel,glory,61,-4.588911485954941,-0.07522805714680231,0.9792920995288863,-5.776721311475409
Lucas Storm,lstorm,thunderbirds,54,-4.203747195949185,-0.07784717029535528,0.9791552960368521,-6.8001851851851844
Ian Decker,idecker,bighorns,39,-3.1355366668959808,-0.08039837607425591,0.9679266380750935,-6.196410256410256
Mitchell McCarthy,mmccarthy,radicals,39,-3.160293498256499,-0.08103316662196151,0.9740271850939564,-7.654871794871795
Pieran Robert,rpieran,radicals,36,-2.9719323450544306,-0.08255367625151196,0.9735678181965512,-5.567777777777778
David Snead,dsnead,bighorns,45,-3.730478269219599,-0.08289951709376886,0.9743130485191028,-5.228888888888889
Suraj Madiraju,smadiraju,flyers,28,-2.359851802483835,-0.08428042151727981,0.9781649283276775,-6.451428571428572
Andrew Thai,athai,hustle,32,-2.825124109189787,-0.08828512841218085,0.9800098643179963,-7.663124999999999
Adam Park,apark,bighorns,27,-2.809797318857371,-0.1040665673650878,0.9844096205913906,-4.707407407407407
