game_id,losing_team_id,winning_team_id,home_team_id,away_team_id,home_score_final,away_score_final,loser_aec,winner_aec,aec_margin,score_margin
2026-07-11-BOS-MIN,windchill,glory,windchill,glory,20,21,16.54349479281277,13.548853317309048,2.9946414755037214,1
2026-06-19-SD-ATX,growlers,sol,sol,growlers,21,20,15.187854344442576,12.363404144689955,2.8244501997526203,1
2026-04-25-ATL-ATX,hustle,sol,sol,hustle,27,26,20.766631953336905,19.123535394050393,1.643096559286512,1
2026-06-13-SD-COL,apex,growlers,apex,growlers,21,22,14.990701795605961,13.601772698510118,1.3889290970958434,1
2026-05-09-MTL-TOR,royal,rush,rush,royal,18,17,7.776454594837103,7.4857023008484,0.29075229398870306,1
2026-07-11-ATX-ATL,hustle,sol,hustle,sol,20,22,14.174537303051379,13.990197911933567,0.1843393911178115,2
