game_id,GameID,PlayerID,full_name,FirstName,LastName,TeamID,JerseyNumber,Year,Assists,Goals,HockeyAssists,Completions,ThrowAttempts,Throwaways,Stalls,CallahansThrown,YardsReceived,YardsThrown,Catches,Drops,Blocks,Callahans,Pulls,OBPulls,RecordedPulls,RecordedPullsHangtime,OPointsPlayed,OPointsScored,DPointsPlayed,DPointsScored,SecondsPlayed,lag_contribution,xcp,cpoe_completions,cpoe_attempts,cpoe,throws_dropped,thrower_aec,receiver_aec,total_aec,offensive_possessions,offensive_possessions_involved,offensive_possessions_scored,defensive_possessions,defensive_possessions_stopped,completion_percentage,team_total_aec,player_impact,total_possession_aec,player_impact_possession,hucks_thrown,hucks_completed,hucks_dropped,hucks_caught,connections,huck_completion_percentage,huck_attempt_percentage,OE,DE,turnovers,win_probability_added,insert_timestamp,home_team_id,away_team_id,home_score,away_score,status,start_timestamp,throw_attempts_for_rate,thrower_aec_per_throw,total_aec_per_throw,lag_contribution_per_throw
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,ayuan,Albert Yuan,Albert,Yuan,glory,32,2026,1,1,0,7,9,2,0,0,111,99,8,0,0,0,0,0,0,0,9,9,5,1,2605,0.826298856412625,0.862556475091734,7.0,9.0,-0.0847786973139559,0.0,-1.18509421808939,1.19468403633967,0.0095898182502776,15,7.0,10,13,4,0.777777777777778,56.7356091794996,0.0169026443691429,9.50589998346737,0.100882801912036,1,0,0,,"[{""Receiver"": ""bsadok"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.129583518305116}, {""Receiver"": ""tdecraene"", ""num_targets"": 3.0, ""num_possessions"": 0.0, ""target_aec"": 0.2977068877913467}, {""Receiver"": ""tedmonds"", ""num_targets"": 3.0, ""num_possessions"": 0.0, ""target_aec"": -0.2253401564150079}]",0.0,0.111111111111111,0.666666666666667,0.307692307692308,0,0.0825,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,9,-0.13167713534326556,0.0010655353611419556,0.09181098404584723
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,bmccann,Brendan McCann,Brendan,McCann,glory,13,2026,2,1,0,14,14,0,0,0,55,64,13,0,0,0,1,0,1,0,0,0,15,4,2174,0.76342582923267,0.979625269493447,14.0,14.0,0.0203747305065528,0.0,1.43183633808472,0.991469014840097,2.42330535292482,11,6.0,10,14,12,1.0,56.7356091794996,4.27122469991992,9.59565065583206,25.2542056796532,0,0,0,,"[{""Receiver"": ""cparinell"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.743332299418963}, {""Receiver"": ""ghaflin"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0535543462461588}, {""Receiver"": ""jtapper"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0423843436013768}, {""Receiver"": ""ograff"", ""num_targets"": 9.0, ""num_possessions"": 0.0, ""target_aec"": 0.5548311755319291}, {""Receiver"": ""zsinger"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.037734173286297204}]",,0.0,0.909090909090909,0.857142857142857,0,0.0335,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,14,0.10227402414890858,0.17309323949463,0.054530416373762144
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,bpastor,Brandon Pastor,Brandon,Pastor,phoenix,1,2026,0,0,0,1,1,0,0,0,12,21,1,0,0,0,0,0,0,0,6,5,2,0,1946,0.0,0.936273233583878,1.0,1.0,0.063726766416122,0.0,0.162522351238881,0.094559188106084,0.257081539344965,9,1.0,2,9,4,1.0,27.33618338637,0.940444156784329,-1.95395787160456,0.0,0,0,0,,"[{""Receiver"": ""jwisner"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.162522351238881}]",,0.0,0.222222222222222,0.444444444444444,0,0.0,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,1,0.162522351238881,0.257081539344965,0.0
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,bsadok,Benjamin Sadok,Benjamin,Sadok,glory,3,2026,1,1,1,10,10,0,0,0,36,158,4,0,0,0,0,0,0,0,10,10,1,0,2497,0.86940671470148,0.897026352449506,10.0,10.0,0.102973647550494,0.0,1.98708091859598,0.643899470681914,2.63098038927789,13,9.0,11,6,1,1.0,56.7356091794996,4.63726472197385,11.8936478511079,22.1208868987392,2,2,0,,"[{""Receiver"": ""ayuan"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.2526114308810706}, {""Receiver"": ""rdinger"", ""num_targets"": 5.0, ""num_possessions"": 0.0, ""target_aec"": 0.2763290197514792}, {""Receiver"": ""rdunkerle"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 1.416574971224446}, {""Receiver"": ""tdecraene"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0415654967389802}]",1.0,0.2,0.846153846153846,0.166666666666667,0,0.2175,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,10,0.19870809185959798,0.263098038927789,0.086940671470148
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,cdavisbra,Cole Davis-Brand,Cole,Davis-Brand,glory,22,2026,0,0,1,5,5,0,0,0,10,13,3,0,0,0,0,0,0,0,1,1,6,1,1195,0.856665656688904,0.97864887729873,5.0,5.0,0.02135112270127,0.0,0.167539666443163,0.214614969757512,0.382154636200675,7,4.0,6,7,6,1.0,56.7356091794996,0.673571045992681,5.37613503059283,7.10835263671817,0,0,0,,"[{""Receiver"": ""mmcdonnel"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0360914071269647}, {""Receiver"": ""ograff"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.051878482740999696}, {""Receiver"": ""zsinger"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.0795697765751988}]",,0.0,0.857142857142857,0.857142857142857,0,0.0165,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,5,0.0335079332886326,0.076430927240135,0.1713331313377808
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,clevine,Cam Levine,Cam,Levine,glory,18,2026,0,2,1,4,5,1,0,0,96,19,7,0,0,0,0,0,0,0,10,10,1,1,2605,0.341889417579196,0.927808688338273,4.0,5.0,-0.127808688338273,0.0,-0.369844043929598,1.24389908804,0.874055044110403,13,7.0,11,6,1,0.8,56.7356091794996,1.54057576317737,12.839363447831,6.80761976761444,1,1,0,,"[{""Receiver"": ""tdecraene"", ""num_targets"": 4.0, ""num_possessions"": 0.0, ""target_aec"": 0.3976938579324874}]",1.0,0.2,0.846153846153846,0.166666666666667,0,-0.0394999999999999,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,5,-0.0739688087859196,0.17481100882208062,0.0683778835158392
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,cparinell,Chris Parinella,Chris,Parinella,glory,0,2026,1,4,1,9,9,0,0,0,137,42,12,0,0,0,0,0,0,0,1,1,21,5,2561,1.81472735023873,0.977043340890232,9.0,9.0,0.0229566591097681,0.0,0.671347571684456,3.1665170349933,3.83786460667776,17,10.0,13,24,20,1.0,56.7356091794996,6.76447236961104,10.89992689481,35.2100031836466,0,0,0,,"[{""Receiver"": ""jtapper"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0105594598003673}, {""Receiver"": ""mmcdonnel"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": -0.003838657973122099}, {""Receiver"": ""ograff"", ""num_targets"": 4.0, ""num_possessions"": 0.0, ""target_aec"": 0.6322915411376975}, {""Receiver"": ""tdecraene"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": -0.0313440832671329}, {""Receiver"": ""tjohnson1"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0636793119866463}]",,0.0,0.764705882352941,0.833333333333333,0,0.003,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,9,0.07459417463160622,0.42642940074197333,0.20163637224874778
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,crawlins,Chase Rawlins,Chase,Rawlins,phoenix,85,2026,3,0,0,20,24,4,0,0,152,389,20,0,0,0,0,0,0,0,18,14,6,0,2605,-0.75962784699791,0.904870336821929,20.0,24.0,-0.071537003488596,0.0,0.0189548288786171,1.31617953004024,1.33513435891885,24,16.0,9,19,1,0.833333333333333,27.33618338637,4.8841286292532,0.514710563985588,100.0,4,1,0,1.0,"[{""Receiver"": ""cwhite1"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.40329972339728803}, {""Receiver"": ""ebeidlers"", ""num_targets"": 6.0, ""num_possessions"": 0.0, ""target_aec"": 0.36697487095547754}, {""Receiver"": ""esarles"", ""num_targets"": 3.0, ""num_possessions"": 0.0, ""target_aec"": 0.5224950575913673}, {""Receiver"": ""ndigiorgi"", ""num_targets"": 3.0, ""num_possessions"": 0.0, ""target_aec"": 0.6428800623261378}, {""Receiver"": ""oerdman"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.274411129014392}, {""Receiver"": ""sheyman"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.3111756239229355}, {""Receiver"": ""tmackey"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.0709264201744379}]",0.25,0.166666666666667,0.375,0.0526315789473684,0,0.7005,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,24,0.0007897845366090458,0.05563059828828542,-0.031651160291579584
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,cwhite1,Colin  White,Colin ,White,phoenix,3,2026,1,1,0,11,13,2,0,0,135,121,12,0,0,0,0,0,0,0,18,14,5,0,2677,-1.23437542530586,0.953815845708991,11.0,13.0,-0.107661999555144,0.0,-0.752321958793739,1.482468380039,0.73014642124526,24,12.0,9,18,1,0.846153846153846,27.33618338637,2.67098889016568,0.517583229784812,100.0,1,0,0,,"[{""Receiver"": ""crawlins"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.15792541558819}, {""Receiver"": ""ebeidlers"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": -0.1543478209817319}, {""Receiver"": ""esarles"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.1261439371000623}, {""Receiver"": ""jbray"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.148050503163325}, {""Receiver"": ""ndigiorgi"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.428766710906483}, {""Receiver"": ""sheyman"", ""num_targets"": 3.0, ""num_possessions"": 0.0, ""target_aec"": -0.0783935868856121}]",0.0,0.0769230769230769,0.375,0.0555555555555556,0,0.0515,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,13,-0.05787091990721069,0.05616510932655846,-0.09495195579275847
2026-06-20-PHI-BOS,2026-06-20-PHI-BOS,czaleski,Christopher Zaleski,Christopher,Zaleski,phoenix,0,2026,1,0,0,6,6,0,0,0,28,24,6,0,0,0,0,0,0,0,6,4,6,0,2713,-0.313040611229059,0.964293291053293,6.0,6.0,0.0357067089467075,0.0,0.384350855445667,0.42600591170312,0.810356767148787,9,3.0,4,12,3,1.0,27.33618338637,2.96441078000975,2.31924001341536,34.9406168598928,0,0,0,,"[{""Receiver"": ""dloughnan"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.46322471933663}, {""Receiver"": ""eholmgren"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": -0.207217839736316}, {""Receiver"": ""mhanna"", ""num_targets"": 2.0, ""num_possessions"": 0.0, ""target_aec"": 0.014157058977689999}, {""Receiver"": ""oerdman"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.0595154243346533}, {""Receiver"": ""sdavies1"", ""num_targets"": 1.0, ""num_possessions"": 0.0, ""target_aec"": 0.05467149253301}]",,0.0,0.444444444444444,0.25,0,0.0215,2026-06-21 01:13:17,glory,phoenix,30,14,Final,2026-06-20 19:00:00,6,0.06405847590761117,0.1350594611914645,-0.05217343520484317
