type,line,time,puller,pullX,pullY,pullMs,thrower,throwerX,throwerY,receiver,receiverX,receiverY,defender,turnoverX,turnoverY,team_side
18,,,,,,,kjay,-1.48,82.44,amuraoka,-3.61,94.11,,,,home
20,,,,,,,amuraoka,-3.61,94.11,ktong,-3.47,101.87,,,,home
16,,,,,,,,,,,,,,,,home
15,,,,,,,,,,,,,,,,home
2,"['ostonehou', 'rcarvalho', 'rpoloz', 'aodonnell', 'ckennedy', 'aturcotte', 'gmckee']",369.0,,,,,,,,,,,,,,home
18,,,,,,,aodonnell,10.46,11.94,aturcotte,1.75,19.15,,,,home
18,,,,,,,aturcotte,1.75,19.15,gmckee,-10.47,15.37,,,,home
18,,,,,,,gmckee,-10.47,15.37,ckennedy,-21.8,35.56,,,,home
18,,,,,,,ckennedy,-21.8,35.56,aturcotte,-23.65,51.21,,,,home
18,,,,,,,aturcotte,-23.65,51.21,gmckee,-2.3,46.54,,,,home
18,,,,,,,gmckee,-2.3,46.54,aturcotte,0.85,58.42,,,,home
18,,,,,,,aturcotte,0.85,58.42,gmckee,10.81,67.68,,,,home
18,,,,,,,gmckee,10.81,67.68,rpoloz,19.11,71.12,,,,home
18,,,,,,,rpoloz,19.11,71.12,aodonnell,12.25,68.23,,,,home
18,,,,,,,aodonnell,12.25,68.23,rcarvalho,13.83,72.7,,,,home
18,,,,,,,rcarvalho,13.83,72.7,aodonnell,10.81,65.69,,,,home
18,,,,,,,aodonnell,10.81,65.69,ckennedy,18.15,79.29,,,,home
18,,,,,,,ckennedy,18.15,79.29,rpoloz,-0.59,91.51,,,,home
19,,,,,,,rpoloz,-0.59,91.51,aodonnell,8.2,103.45,,,,home
1,"['amuraoka', 'kjay', 'ktong', 'lcomire', 'bklar', 'zarmstron', 'orobinson']",449.0,,,,,,,,,,,,,,home
7,,,zarmstron,-11.85,106.06,3404.0,,,,,,,,,,home
13,,,,,,,,,,,,,,,,home
18,,,,,,,lcomire,-23.86,20.66,orobinson,-6.97,13.18,,,,home
18,,,,,,,orobinson,-6.97,13.18,amuraoka,1.2,20.66,,,,home
18,,,,,,,amuraoka,1.2,20.66,kjay,15.34,26.15,,,,home
18,,,,,,,kjay,15.34,26.15,amuraoka,18.08,40.09,,,,home
18,,,,,,,amuraoka,18.08,40.09,orobinson,19.45,67.34,,,,home
20,,,,,,,orobinson,19.45,67.34,bklar,22.54,84.43,,,,home
15,,,,,,,,,,,,,,,,home
2,"['ostonehou', 'rcarvalho', 'rpoloz', 'aodonnell', 'ckennedy', 'aturcotte', 'gmckee']",530.0,,,,,,,,,,,,,,home
18,,,,,,,aodonnell,1.47,11.87,aturcotte,-0.31,19.63,,,,home
18,,,,,,,aturcotte,-0.31,19.63,aodonnell,-11.16,17.57,,,,home
18,,,,,,,aodonnell,-11.16,17.57,aturcotte,-2.44,17.91,,,,home
18,,,,,,,aturcotte,-2.44,17.91,aodonnell,9.91,15.37,,,,home
18,,,,,,,aodonnell,9.91,15.37,aturcotte,14.99,19.01,,,,home
18,,,,,,,aturcotte,14.99,19.01,ostonehou,6.82,30.96,,,,home
18,,,,,,,ostonehou,6.82,30.96,aodonnell,-2.03,19.77,,,,home
18,,,,,,,aodonnell,-2.03,19.77,rpoloz,-6.29,26.63,,,,home
18,,,,,,,rpoloz,-6.29,26.63,aturcotte,-14.04,24.16,,,,home
18,,,,,,,aturcotte,-14.04,24.16,gmckee,7.58,30.61,,,,home
18,,,,,,,gmckee,7.58,30.61,rpoloz,5.66,37.62,,,,home
18,,,,,,,rpoloz,5.66,37.62,rcarvalho,-2.1,40.36,,,,home
18,,,,,,,rcarvalho,-2.1,40.36,aturcotte,5.45,52.65,,,,home
20,,,,,,,aturcotte,5.45,52.65,rpoloz,-0.25,57.8,,,,home
25,"['ostonehou', 'rcarvalho', 'rpoloz', 'aodonnell', 'ckennedy', 'gmckee', 'lcomire']",606.0,,,,,,,,,,,,,,home
13,,,,,,,,,,,,,,,,home
18,,,,,,,rpoloz,24.81,20.59,gmckee,12.45,11.39,,,,home
18,,,,,,,gmckee,12.45,11.39,lcomire,2.57,12.28,,,,home
18,,,,,,,lcomire,2.57,12.28,ckennedy,8.75,20.93,,,,home
18,,,,,,,ckennedy,8.75,20.93,gmckee,19.39,22.72,,,,home
18,,,,,,,gmckee,19.39,22.72,lcomire,19.45,30.06,,,,home
18,,,,,,,lcomire,19.45,30.06,rpoloz,-11.3,34.66,,,,home
18,,,,,,,rpoloz,-11.3,34.66,rcarvalho,-3.4,39.06,,,,home
18,,,,,,,rcarvalho,-3.4,39.06,lcomire,3.6,50.8,,,,home
18,,,,,,,lcomire,3.6,50.8,ostonehou,11.97,72.15,,,,home
18,,,,,,,ostonehou,11.97,72.15,rcarvalho,9.09,79.7,,,,home
18,,,,,,,rcarvalho,9.09,79.7,aodonnell,14.03,75.24,,,,home
19,,,,,,,aodonnell,14.03,75.24,ostonehou,15.61,101.67,,,,home
1,"['zarmstron', 'ktong', 'tpuckrin', 'khuang', 'orobinson', 'jmcclean', 'cchan']",670.0,,,,,,,,,,,,,,home
7,,,zarmstron,-11.98,109.77,4094.0,,,,,,,,,,home
15,,,,,,,,,,,,,,,,home
2,"['ostonehou', 'rcarvalho', 'rpoloz', 'aodonnell', 'ckennedy', 'gmckee', 'lcomire']",707.0,,,,,,,,,,,,,,home
18,,,,,,,aodonnell,-9.85,14.96,lcomire,0.78,21.55,,,,home
18,,,,,,,lcomire,0.78,21.55,aodonnell,-8.21,16.13,,,,home
18,,,,,,,aodonnell,-8.21,16.13,lcomire,1.68,20.59,,,,home
18,,,,,,,lcomire,1.68,20.59,aodonnell,-6.08,16.47,,,,home
18,,,,,,,aodonnell,-6.08,16.47,lcomire,8.47,27.45,,,,home
18,,,,,,,lcomire,8.47,27.45,aodonnell,0.17,19.9,,,,home
31,,,,,,,,,,,,,,,,home
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",0.0,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,21.2,17.33,arousseau,2.84,23.0,,,,away
18,,,,,,,arousseau,2.84,23.0,jbrissett,17.34,18.93,,,,away
22,,,,,,,jbrissett,17.34,18.93,,,,,17.34,18.93,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,-16.11,19.95,qbonnaud,-0.15,20.46,,,,away
18,,,,,,,qbonnaud,-0.15,20.46,kgroulx,11.58,29.12,,,,away
18,,,,,,,kgroulx,11.58,29.12,wstpierre,18.65,38.95,,,,away
18,,,,,,,wstpierre,18.65,38.95,tdecraene,22.95,49.15,,,,away
22,,,,,,,tdecraene,22.95,49.15,,,,,22.95,49.15,away
11,,,,,,,,,,,,,tdecraene,,,away
18,,,,,,,tdecraene,-17.42,25.77,jbrissett,-2.12,20.89,,,,away
18,,,,,,,jbrissett,-2.12,20.89,arousseau,-13.92,31.23,,,,away
18,,,,,,,arousseau,-13.92,31.23,qbonnaud,-2.12,29.34,,,,away
18,,,,,,,qbonnaud,-2.12,29.34,jbrissett,10.63,24.9,,,,away
18,,,,,,,jbrissett,10.63,24.9,kgroulx,21.34,35.89,,,,away
19,,,,,,,kgroulx,21.34,35.89,tdecraene,19.38,107.76,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'rlalondel', 'jduquette', 'ctremblay', 'mbrichet']",131.0,,,,,,,,,,,,,,away
8,,,unknown,,,,,,,,,,,,,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,cguay,4.15,20.75,rlalondel,12.82,28.83,,,,away
18,,,,,,,rlalondel,12.82,28.83,ctremblay,-2.85,22.93,,,,away
18,,,,,,,ctremblay,-2.85,22.93,rlalondel,-14.65,30.58,,,,away
22,,,,,,,rlalondel,-14.65,30.58,,,,,-14.65,30.58,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",231.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,-11.08,9.1,jbrissett,-1.54,19.95,,,,away
18,,,,,,,jbrissett,-1.54,19.95,tdecraene,-10.79,27.01,,,,away
18,,,,,,,tdecraene,-10.79,27.01,arousseau,-4.38,17.83,,,,away
18,,,,,,,arousseau,-4.38,17.83,jbrissett,7.94,21.33,,,,away
18,,,,,,,jbrissett,7.94,21.33,kgroulx,17.41,38.0,,,,away
22,,,,,,,kgroulx,17.41,38.0,,,,,17.41,38.0,away
16,,,,,,,,,,,,,,,,away
11,,,,,,,,,,,,,arousseau,,,away
18,,,,,,,jbrissett,-11.59,45.36,tdecraene,-16.33,37.79,,,,away
18,,,,,,,tdecraene,-16.33,37.79,jbrissett,-18.22,52.86,,,,away
22,,,,,,,jbrissett,-18.22,52.86,,,,,19.67,116.43,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,arousseau,17.77,83.95,tdecraene,10.92,74.49,,,,away
18,,,,,,,tdecraene,10.92,74.49,jbrissett,0.43,67.13,,,,away
18,,,,,,,jbrissett,0.43,67.13,tdecraene,-11.95,79.51,,,,away
18,,,,,,,tdecraene,-11.95,79.51,jbrissett,-17.56,91.45,,,,away
19,,,,,,,jbrissett,-17.56,91.45,plebourda,-16.33,113.3,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'ycohonner', 'rlalondel', 'jduquette', 'ctremblay']",358.0,,,,,,,,,,,,,,away
7,,,unknown,-15.52,83.66,2173.0,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'ccoulbury', 'qbonnaud', 'kgroulx', 'dlacombeb']",384.0,,,,,,,,,,,,,,away
18,,,,,,,ccoulbury,9.9,17.11,dlacombeb,1.96,24.17,,,,away
18,,,,,,,dlacombeb,1.96,24.17,tdecraene,21.12,45.58,,,,away
22,,,,,,,tdecraene,21.12,45.58,,,,,3.27,115.12,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,dlacombeb,6.19,23.66,ccoulbury,-13.78,36.55,,,,away
18,,,,,,,ccoulbury,-13.78,36.55,kgroulx,-22.01,52.64,,,,away
19,,,,,,,kgroulx,-22.01,52.64,tdecraene,-16.84,107.18,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'ycohonner', 'jduquette', 'ctremblay', 'mbrichet']",461.0,,,,,,,,,,,,,,away
7,,,ctremblay,20.83,114.61,8895.0,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",520.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,-14.43,17.91,kgroulx,-16.18,31.96,,,,away
18,,,,,,,kgroulx,-16.18,31.96,wstpierre,-13.19,57.88,,,,away
18,,,,,,,wstpierre,-13.19,57.88,jbrissett,-1.46,37.2,,,,away
18,,,,,,,jbrissett,-1.46,37.2,tdecraene,16.61,48.05,,,,away
18,,,,,,,tdecraene,16.61,48.05,kgroulx,16.24,63.27,,,,away
18,,,,,,,kgroulx,16.24,63.27,tdecraene,12.45,50.09,,,,away
18,,,,,,,tdecraene,12.45,50.09,wstpierre,-15.96,39.75,,,,away
18,,,,,,,wstpierre,-15.96,39.75,arousseau,-0.73,43.54,,,,away
18,,,,,,,arousseau,-0.73,43.54,qbonnaud,-13.19,43.68,,,,away
18,,,,,,,qbonnaud,-13.19,43.68,wstpierre,13.55,68.73,,,,away
18,,,,,,,wstpierre,13.55,68.73,tdecraene,11.87,76.96,,,,away
18,,,,,,,tdecraene,11.87,76.96,qbonnaud,-0.08,95.53,,,,away
19,,,,,,,qbonnaud,-0.08,95.53,plebourda,8.3,113.51,,,,away
1,"['jgiard', 'ycohonner', 'rlalondel', 'jduquette', 'ctremblay', 'lmckeown', 'jbrissett']",579.0,,,,,,,,,,,,,,away
8,,,ctremblay,,,,,,,,,,,,,away
11,,,,,,,,,,,,,jbrissett,,,away
17,,,,,,,,,,,,,,,,away
22,,,,,,,jbrissett,-9.99,34.239999999999995,,,,,-9.99,34.23,away
14,,,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,14.79,20.0,lmckeown,21.34,31.89,,,,away
18,,,,,,,lmckeown,21.34,31.89,jbrissett,-2.99,23.22,,,,away
3,"['swarrick', 'tdecraene', 'arousseau', 'ctremblay', 'qbonnaud', 'kgroulx', 'jbrissett']",709.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,2.91,22.71,jbrissett,-10.06,29.63,,,,away
20,,,,,,,jbrissett,-10.06,29.63,kgroulx,15.0,110.24,,,,away
28,,,,,,,,,,,,,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'rlalondel', 'jduquette', 'ctremblay', 'mbrichet']",0.0,,,,,,,,,,,,,,away
7,,,ctremblay,-7.87,107.76,5458.0,,,,,,,,,,away
11,,,,,,,,,,,,,mbrichet,,,away
18,,,,,,,ctremblay,7.72,50.09,cguay,9.54,30.65,,,,away
18,,,,,,,cguay,9.54,30.65,mbrichet,19.59,57.37,,,,away
18,,,,,,,mbrichet,19.59,57.37,cguay,9.9,61.16,,,,away
22,,,,,,,cguay,9.9,61.16,,,,,16.39,107.47,away
5,"['cguay', 'swarrick', 'jbernat', 'ycohonner', 'jduquette', 'ctremblay', 'mbrichet']",70.0,,,,,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",98.0,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,0.0,40.0,arousseau,-6.85,29.63,,,,away
17,,,,,,,,,,,,,,,,away
18,,,,,,,arousseau,-6.85,39.629999999999995,tdecraene,7.43,52.93,,,,away
18,,,,,,,tdecraene,7.43,52.93,wstpierre,-2.26,61.45,,,,away
18,,,,,,,wstpierre,-2.26,61.45,jbrissett,-3.72,53.22,,,,away
18,,,,,,,jbrissett,-3.72,53.22,tdecraene,9.98,52.5,,,,away
16,,,,,,,,,,,,,,,,away
18,,,,,,,tdecraene,9.98,42.5,qbonnaud,18.72,66.26,,,,away
18,,,,,,,qbonnaud,18.72,66.26,tdecraene,10.49,54.32,,,,away
18,,,,,,,tdecraene,10.49,54.32,jbrissett,19.23,66.84,,,,away
18,,,,,,,jbrissett,19.23,66.84,wstpierre,6.84,82.06,,,,away
18,,,,,,,wstpierre,6.84,82.06,jbrissett,-1.97,79.36,,,,away
18,,,,,,,jbrissett,-1.97,79.36,tdecraene,17.63,85.99,,,,away
19,,,,,,,tdecraene,17.63,85.99,qbonnaud,21.2,107.18,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'ctremblay', 'mbrichet', 'jgiard', 'jduquette']",183.0,,,,,,,,,,,,,,away
7,,,ctremblay,8.96,109.22,5069.0,,,,,,,,,,away
13,,,,,,,,,,,,,,,,away
20,,,,,,,ctremblay,0.0,40.0,cguay,-12.25,59.19,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'ccoulbury', 'qbonnaud', 'kgroulx', 'dlacombeb']",244.0,,,,,,,,,,,,,,away
18,,,,,,,dlacombeb,0.0,60.0,kgroulx,0.14,78.27,,,,away
18,,,,,,,kgroulx,0.14,78.27,wstpierre,0.87,91.38,,,,away
18,,,,,,,wstpierre,0.87,91.38,dlacombeb,-18.07,89.34,,,,away
19,,,,,,,dlacombeb,-18.07,89.34,plebourda,-18.22,107.25,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'ycohonner', 'jduquette', 'ctremblay', 'mbrichet']",256.0,,,,,,,,,,,,,,away
7,,,ctremblay,-3.14,106.67,7995.0,,,,,,,,,,away
11,,,,,,,,,,,,,jbernat,,,away
18,,,,,,,jbernat,-16.03,65.02,ctremblay,-21.94,63.71,,,,away
18,,,,,,,ctremblay,-21.94,63.71,jbernat,-22.66,86.94,,,,away
18,,,,,,,jbernat,-22.66,86.94,jduquette,-22.37,75.5,,,,away
3,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",304.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,-22.37,75.5,qbonnaud,-3.28,84.75,,,,away
18,,,,,,,qbonnaud,-3.28,84.75,jbrissett,1.38,74.05,,,,away
18,,,,,,,jbrissett,1.38,74.05,kgroulx,13.26,35.46,,,,away
22,,,,,,,kgroulx,13.26,35.46,,,,,6.99,81.33,away
5,"['cguay', 'swarrick', 'jbernat', 'ycohonner', 'jduquette', 'ctremblay', 'mbrichet']",340.0,,,,,,,,,,,,,,away
11,,,,,,,,,,,,,swarrick,,,away
18,,,,,,,cguay,-15.38,33.27,swarrick,1.09,33.93,,,,away
18,,,,,,,swarrick,1.09,33.93,ctremblay,-19.97,41.06,,,,away
18,,,,,,,ctremblay,-19.97,41.06,jbernat,-16.54,50.02,,,,away
22,,,,,,,jbernat,-16.54,50.02,,,,,-17.49,95.82,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,ctremblay,-0.95,23.66,jduquette,11.73,28.25,,,,away
18,,,,,,,jduquette,11.73,28.25,jbernat,18.65,39.17,,,,away
18,,,,,,,jbernat,18.65,39.17,ctremblay,6.84,39.53,,,,away
18,,,,,,,ctremblay,6.84,39.53,jduquette,9.25,14.63,,,,away
17,,,,,,,,,,,,,,,,away
18,,,,,,,jduquette,9.25,24.630000000000003,ctremblay,21.63,67.35,,,,away
22,,,,,,,ctremblay,21.63,67.35,,,,,15.88,102.16,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,cguay,22.29,63.85,ycohonner,1.74,64.07,,,,away
18,,,,,,,ycohonner,1.74,64.07,mbrichet,-13.34,68.59,,,,away
17,,,,,,,,,,,,,,,,away
22,,,,,,,mbrichet,-13.34,78.59,,,,,-23.68,92.54,away
11,,,,,,,,,,,,,cguay,,,away
22,,,,,,,cguay,18.14,23.95,,,,,18.14,23.95,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,ctremblay,5.9,24.75,mbrichet,16.24,27.59,,,,away
22,,,,,,,mbrichet,16.24,27.59,,,,,16.23,27.59,away
25,"['cguay', 'swarrick', 'jbernat', 'jduquette', 'ctremblay', 'mbrichet', 'tdecraene']",680.0,,,,,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['swarrick', 'tdecraene', 'arousseau', 'ctremblay', 'qbonnaud', 'kgroulx', 'jbrissett']",686.0,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,0.0,40.0,tdecraene,-16.18,79.36,,,,away
19,,,,,,,tdecraene,-16.18,79.36,qbonnaud,15.73,104.19,,,,away
1,"['jbernat', 'ctremblay', 'tdecraene', 'swarrick', 'jduquette', 'cguay', 'kgroulx']",704.0,,,,,,,,,,,,,,away
7,,,unknown,-2.7,104.7,3145.0,,,,,,,,,,away
11,,,,,,,,,,,,,tdecraene,,,away
29,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",0.0,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,1.67,12.74,arousseau,1.89,25.99,,,,away
18,,,,,,,arousseau,1.89,25.99,tdecraene,14.71,37.13,,,,away
18,,,,,,,tdecraene,14.71,37.13,arousseau,-5.18,30.29,,,,away
18,,,,,,,arousseau,-5.18,30.29,qbonnaud,-22.96,41.21,,,,away
18,,,,,,,qbonnaud,-22.96,41.21,plebourda,10.92,40.12,,,,away
18,,,,,,,plebourda,10.92,40.12,arousseau,19.23,48.85,,,,away
18,,,,,,,arousseau,19.23,48.85,tdecraene,19.01,65.82,,,,away
18,,,,,,,tdecraene,19.01,65.82,jbrissett,4.22,43.83,,,,away
18,,,,,,,jbrissett,4.22,43.83,tdecraene,21.63,52.06,,,,away
18,,,,,,,tdecraene,21.63,52.06,jbrissett,20.91,73.61,,,,away
18,,,,,,,jbrissett,20.91,73.61,wstpierre,20.83,89.34,,,,away
19,,,,,,,wstpierre,20.83,89.34,plebourda,19.89,109.66,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'rlalondel', 'jduquette', 'ctremblay', 'mbrichet']",59.0,,,,,,,,,,,,,,away
7,,,ctremblay,1.16,90.0,4693.0,,,,,,,,,,away
11,,,,,,,,,,,,,cguay,,,away
18,,,,,,,rlalondel,23.02,69.97,cguay,16.1,86.28,,,,away
18,,,,,,,cguay,16.1,86.28,rlalondel,14.49,66.11,,,,away
18,,,,,,,rlalondel,14.49,66.11,mbrichet,-0.95,61.01,,,,away
18,,,,,,,mbrichet,-0.95,61.01,ctremblay,-14.8,68.81,,,,away
18,,,,,,,ctremblay,-14.8,68.81,jbernat,-4.16,75.29,,,,away
18,,,,,,,jbernat,-4.16,75.29,rlalondel,11.73,72.74,,,,away
18,,,,,,,rlalondel,11.73,72.74,jbernat,-4.09,68.08,,,,away
18,,,,,,,jbernat,-4.09,68.08,swarrick,-16.69,81.99,,,,away
17,,,,,,,,,,,,,,,,away
18,,,,,,,swarrick,-16.69,91.99,rlalondel,-4.23,87.59,,,,away
18,,,,,,,rlalondel,-4.23,87.59,cguay,-19.31,96.33,,,,away
19,,,,,,,cguay,-19.31,96.33,jduquette,-16.03,106.89,,,,away
1,"['jduquette', 'cguay', 'dlacombeb', 'phooley', 'mbrichet', 'jbernat', 'ctremblay']",147.0,,,,,,,,,,,,,,away
7,,,ctremblay,-9.7,105.07,5158.0,,,,,,,,,,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,ctremblay,0.07,28.39,dlacombeb,-14.07,25.92,,,,away
18,,,,,,,dlacombeb,-14.07,25.92,mbrichet,-0.88,32.11,,,,away
18,,,,,,,mbrichet,-0.88,32.11,ctremblay,4.88,28.9,,,,away
18,,,,,,,ctremblay,4.88,28.9,mbrichet,2.33,39.46,,,,away
22,,,,,,,mbrichet,2.33,39.46,,,,,17.12,32.83,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,phooley,25.13,20.24,ctremblay,21.05,32.18,,,,away
18,,,,,,,ctremblay,21.05,32.18,phooley,3.13,33.71,,,,away
18,,,,,,,phooley,3.13,33.71,dlacombeb,-15.74,36.84,,,,away
18,,,,,,,dlacombeb,-15.74,36.84,jbernat,-20.33,50.02,,,,away
18,,,,,,,jbernat,-20.33,50.02,ctremblay,-1.24,51.77,,,,away
18,,,,,,,ctremblay,-1.24,51.77,jbernat,5.31,60.21,,,,away
24,,,,,,,jbernat,5.31,60.21,,,,,,,away
22,,,,,,,jbernat,5.31,60.21,,,,,-15.38,63.56,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,phooley,-1.9,14.41,jbernat,8.88,23.66,,,,away
17,,,,,,,,,,,,,,,,away
18,,,,,,,jbernat,8.88,33.66,jduquette,-20.11,75.43,,,,away
18,,,,,,,jduquette,-20.11,75.43,jbernat,-2.63,28.83,,,,away
3,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",309.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,-15.09,20.6,wstpierre,13.18,31.38,,,,away
18,,,,,,,wstpierre,13.18,31.38,kgroulx,13.55,40.84,,,,away
22,,,,,,,kgroulx,13.55,40.84,,,,,5.53,82.42,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'ccoulbury', 'qbonnaud', 'dlacombeb', 'jbrissett']",357.0,,,,,,,,,,,,,,away
22,,,,,,,jbrissett,11.8,33.49,,,,,10.92,63.85,away
15,,,,,,,,,,,,,,,,away
2,"['tdecraene', 'qbonnaud', 'kgroulx', 'jbrissett', 'ctremblay', 'jgiard', 'swarrick']",398.0,,,,,,,,,,,,,,away
18,,,,,,,jgiard,11.07,12.81,kgroulx,24.55,17.98,,,,away
22,,,,,,,kgroulx,24.55,17.98,,,,,12.6,31.6,away
11,,,,,,,,,,,,,tdecraene,,,away
18,,,,,,,jgiard,0.0,40.0,tdecraene,9.54,56.28,,,,away
18,,,,,,,tdecraene,9.54,56.28,qbonnaud,14.2,42.96,,,,away
18,,,,,,,qbonnaud,14.2,42.96,tdecraene,18.5,54.24,,,,away
22,,,,,,,tdecraene,18.5,54.24,,,,,-0.88,111.4,away
25,"['plebourda', 'tdecraene', 'qbonnaud', 'kgroulx', 'jbrissett', 'ctremblay', 'cguay']",472.0,,,,,,,,,,,,,,away
11,,,,,,,,,,,,,ctremblay,,,away
18,,,,,,,ctremblay,-8.02,67.79,jbrissett,-17.13,73.17,,,,away
18,,,,,,,jbrissett,-17.13,73.17,tdecraene,-14.43,83.88,,,,away
18,,,,,,,tdecraene,-14.43,83.88,jbrissett,-12.9,70.48,,,,away
18,,,,,,,jbrissett,-12.9,70.48,tdecraene,-13.05,76.74,,,,away
16,,,,,,,,,,,,,,,,away
18,,,,,,,tdecraene,-13.05,66.74,jbrissett,-13.05,66.73,,,,away
18,,,,,,,jbrissett,-13.05,66.73,ctremblay,8.96,69.97,,,,away
18,,,,,,,ctremblay,8.96,69.97,tdecraene,18.36,80.6,,,,away
19,,,,,,,tdecraene,18.36,80.6,plebourda,19.3,109.36,,,,away
1,"['swarrick', 'jbernat', 'ycohonner', 'jduquette', 'mbrichet', 'tdecraene', 'rlalondel']",548.0,,,,,,,,,,,,,,away
7,,,jduquette,-8.68,104.05,4049.0,,,,,,,,,,away
5,"['jbernat', 'rlalondel', 'jduquette', 'ctremblay', 'jgiard', 'dlacombeb', 'cguay']",603.0,,,,,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",613.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,0.51,15.5,jbrissett,10.27,26.94,,,,away
18,,,,,,,jbrissett,10.27,26.94,tdecraene,19.89,41.28,,,,away
18,,,,,,,tdecraene,19.89,41.28,jbrissett,20.54,53.3,,,,away
18,,,,,,,jbrissett,20.54,53.3,wstpierre,2.11,64.15,,,,away
18,,,,,,,wstpierre,2.11,64.15,tdecraene,-9.99,66.04,,,,away
22,,,,,,,tdecraene,-9.99,66.04,,,,,-16.25,114.1,away
11,,,,,,,,,,,,,wstpierre,,,away
18,,,,,,,arousseau,-9.26,43.54,jbrissett,-1.1,34.95,,,,away
18,,,,,,,jbrissett,-1.1,34.95,qbonnaud,5.53,45.94,,,,away
18,,,,,,,qbonnaud,5.53,45.94,jbrissett,8.96,50.97,,,,away
18,,,,,,,jbrissett,8.96,50.97,tdecraene,19.08,60.36,,,,away
18,,,,,,,tdecraene,19.08,60.36,jbrissett,6.33,46.67,,,,away
18,,,,,,,jbrissett,6.33,46.67,kgroulx,7.57,67.2,,,,away
18,,,,,,,kgroulx,7.57,67.2,tdecraene,20.1,65.38,,,,away
18,,,,,,,tdecraene,20.1,65.38,kgroulx,23.16,81.69,,,,away
22,,,,,,,kgroulx,23.16,81.69,,,,,4.88,110.75,away
30,,,,,,,,,,,,,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'jduquette', 'ctremblay', 'mbrichet', 'dlacombeb']",0.0,,,,,,,,,,,,,,away
7,,,ctremblay,7.28,108.27,6079.0,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'jbrissett', 'dlacombeb']",64.0,,,,,,,,,,,,,,away
18,,,,,,,arousseau,8.08,8.66,jbrissett,8.59,24.68,,,,away
18,,,,,,,jbrissett,8.59,24.68,qbonnaud,16.39,38.15,,,,away
18,,,,,,,qbonnaud,16.39,38.15,jbrissett,-7.22,24.39,,,,away
18,,,,,,,jbrissett,-7.22,24.39,tdecraene,-13.41,33.49,,,,away
18,,,,,,,tdecraene,-13.41,33.49,wstpierre,-3.72,50.89,,,,away
